Que signifie 'fondre' dans le contexte de la neige?|Fondre: La neige fond (to melt). Exemple: La neige fond au printemps.
Comment dit-on 'to faint' en français?|S'évanouir: Elle s'est évanouie à cause de la chaleur.
Quelle est la différence entre 'songe' et 'songer'?|Le songe = le rêve. Songer à faire quelque chose = réfléchir, avoir le projet de faire quelque chose.
Comment dit-on 'rocky' en français?|Rocheux: Un terrain rocheux. Un rocher = a rock.
Que signifie 'être frileux'?|Être frileux: être sensible au froid. Je suis frileux en hiver.
Comment dit-on 'amusement park' en français?|Un parc d'attractions: Nous sommes allés au parc d'attractions hier.
Que signifie 'emmerdeur' (familier)?|Un emmerdeur: une personne qui dérange, qui ennuie (annoying person). Il est vraiment emmerdeur!
Comment dit-on 'without having to' en français?|Sans avoir à = sans devoir. Je peux le faire sans avoir à demander d'aide.
Que signifie 'Faut que je' (familier)?|Faut que je = Il faut que je = I have to. Faut que je parte maintenant.
Comment dit-on 'beggar' en français?|Les mendiants: mendier (to beg). Il y a des mendiants dans la rue.
Que signifie 'galérer'?|Galérer = avoir des difficultés. Être en galère. Je galère avec mes devoirs.
Que signifie 'ça file droit'?|Ça file droit: ça va très vite, directement. La voiture file droit sur l'autoroute.
Comment dit-on 'educated/cultured' en français?|Cultivé: C'est une personne très cultivée en littérature.
Que signifie 'conscient'?|Conscient: aware. Je suis conscient du problème.
Quelle est la forme correcte: 'présompteux' ou 'présomptueux'?|Présomptueux (correct): Il est très présomptueux de croire ça.
Comment dit-on 'acceptable' en français?|Recevable: Une excuse recevable, un argument recevable.
Que signifie 'encadrement'?|Un encadrement: supervision, management, ou un cadre. L'encadrement des étudiants est important.
Comment dit-on 'ashes' en français?|Les cendres (féminin): incinérer. Les cendres de ses grands-parents.
Que signifie 'déformation professionnelle'?|Une déformation professionnelle: habitude liée au métier. C'est une déformation professionnelle chez lui.
Quels sont les pluriels de 'égal' et 'loyal'?|Égal → égaux, loyal → loyaux. Ils sont égaux devant la loi.
Comment dit-on 'earplug' en français?|Boule Quies/les bouchons d'oreille: J'utilise des boules Quies pour dormir.
Comment dit-on 'fan' (ventilateur) familièrement?|Un ventilo: Allume le ventilo, il fait chaud.
Que signifie 'abîmer'?|Abîmer: endommager, détériorer. Ne pas abîmer les livres.
Comment dit-on 'lampshade' en français?|Un abat-jour: L'abat-jour de la lampe est cassé.
Comment dit-on 'muscle strain' en français?|Une élongation: J'ai une élongation au mollet.
Comment dit-on 'pulled muscle' en français?|Un claquage: Il a eu un claquage pendant le match.
Que signifie 'courbature'?|La courbature: muscle soreness. Avoir des courbatures aux jambes après le sport.
Correction: 'Malgré que' vs 'Bien que'|'Bien que' est correct (+ subjonctif). 'Malgré que' est une erreur acceptée. Bien qu'il soit parti...
Correction: 'Si j'aurais'|Erreur: 'Si j'aurais su'. Correct: 'Si j'avais su'. Ne jamais utiliser le conditionnel après 'si'.
Correction: 'Après que' + subjonctif|Erreur 'normale': après que + subjonctif. Correct: après que + indicatif. Après qu'il est parti (non *soit parti).
Comment dit-on 'harassment' en français?|Le harcèlement: Le harcèlement scolaire est un problème grave.
Comment dit-on 'swamp' en français?|Un marais, un marécage: marécageux. La région est marécageuse.
Comment dit-on 'mud' en français?|De la boue: Mes chaussures sont couvertes de boue.
Comment dit-on 'peat' en français?|De la tourbe: La tourbe est utilisée comme combustible.
Règle: 'Je pense que' vs 'Je ne pense pas que'|'Je pense que' + indicatif. 'Je ne pense pas que' + subjonctif. Je ne pense pas qu'il vienne.
Que signifie 'surfait'?|Surfait: overrated. Ce film est complètement surfait.
Comment dit-on 'to make heavier' en français?|Alourdir: Cette modification va alourdir le texte.
Comment dit-on 'thermal insulation' en français?|L'isolation thermique: L'isolation thermique de la maison est importante.
Comment dit-on 'attic' en français?|Un grenier: Nous stockons les vieux objets au grenier.
Comment dit-on 'rot' en français?|La pourriture: Il faut éviter la pourriture du bois.
Comment dit-on 'coating/covering' en français?|Un revêtement: Le revêtement du sol est neuf.
Que signifie 'perméable'?|Perméable: qui laisse passer. Cette membrane est perméable à l'eau.
Comment dit-on 'by oneself' en français?|Par soi-même/tout seul: Je l'ai fait par moi-même.
Comment dit-on 'switch' (électrique) en français?|Un interrupteur: Appuie sur l'interrupteur pour allumer.
Comment dit-on 'waffle' en français?|Une gaufre: J'adore les gaufres au petit-déjeuner.
Que signifie 'la volonté'?|La volonté: will, willpower. Il a la volonté de réussir.
Correction: 'Nous aimons pas ça'|Erreur: 'Nous aimons pas ça'. Correct: 'Nous n'aimons pas ça' (négation complète).
Exemple de subjonctif après 'avant que'|Il est mort avant qu'on ne le sache (subjonctif). 'Avant que' + subjonctif toujours.
Comment dit-on 'learners' en français?|Les apprenants: Ce cours est destiné aux apprenants débutants.
Comment dit-on 'to be capable of' en français?|Être capable de: Je suis capable de le faire seul.
Que signifie 'moite'?|Moite: humid, damp. L'air est moite aujourd'hui.
Comment dit-on 'hose' en français?|Un tuyau: Utilise le tuyau pour arroser le jardin.
Comment dit-on 'watering can' en français?|Un arrosoir: Remplis l'arrosoir d'eau pour les plantes.
Comment dit-on 'shell' en français?|La coquille: La coquille de l'œuf est cassée.
Comment dit-on 'shellfish' en français?|Le coquillage: Nous avons ramassé des coquillages sur la plage.
Comment dit-on 'hull' (bateau) en français?|La coque: La coque du bateau est endommagée.
Comment dit-on 'species' en français?|Une espèce: Cette espèce est en voie de disparition.
Comment dit-on 'natural predator' en français?|Un prédateur naturel: Le lion est un prédateur naturel de la gazelle.
Comment dit-on 'nest' en français?|Un nid: Les oiseaux construisent leur nid au printemps.
Que signifie 'radoter'?|Radoter: répéter sans cesse, parler de façon sénile. Grand-père radote souvent.
Comment dit-on 'to paraphrase' en français?|Paraphraser: Peux-tu paraphraser cette phrase difficile?
Que signifie 'à outrance'?|À outrance: excessivement, à l'extrême. Il travaille à outrance.
Expression: 'mettre de l'eau dans son vin'|Mettre de l'eau dans son vin: modérer ses exigences, faire des concessions.
Expression: 'ça ne me traverse jamais l'esprit'|Ça ne me traverse jamais l'esprit: I never think of it, it never crosses my mind.
Que signifie 'être premier degré'?|Être premier degré: être littéral, ne pas comprendre le second degré/l'ironie.
Expression familière: 'T'as-tu compris'|Forme québécoise: 'T'as-tu compris' = 'As-tu compris?'. Le '-tu' est une particule interrogative.
Que signifie 'c'est éclaté au sol' (familier)?|C'est éclaté au sol: c'est très mauvais, nul. Ce film est éclaté au sol.
Expression vulgaire: 'nul à chier'|Nul à chier: extrêmement mauvais (très familier). Ce restaurant est nul à chier.
Comment dit-on 'bat' (animal) en français?|Une chauve-souris: Les chauves-souris sortent la nuit.
Que signifie 'souffler' dans différents contextes?|Souffler: blow (wind), breathe out. Le vent souffle fort aujourd'hui.
Correction: 'un maison à Stéphane'|Erreur: 'un maison'. Correct: 'la maison de Stéphane' ou 'la maison à Stéphane' (familier).
Comment dit-on 'green beans' en français?|Les haricots verts: Nous mangeons des haricots verts ce soir.
Expression: 'Je m'en vais'|Je m'en vais = je pars. 'M'en va au magasin' = je vais au magasin (familier).
Différence entre 'marais' et 'marécage'|Un marais, un marécage: both mean swamp. Le terrain est marécageux.
Comment dit-on 'curtain' en français?|Un rideau: Ferme les rideaux, il fait trop clair.
Conjugaisons incorrectes à éviter|Erreurs: 'je chantes', 'tu chante', 'il chantai'. Correct: je chante, tu chantes, il chantait.
Expression: 'il y a deux écoles'|Il y a deux écoles (de pensée): there are two schools of thought on this matter.
Comment dit-on 'to damage' en français?|Abîmer: Attention à ne pas abîmer tes vêtements.
Que signifie 'j'avais la flemme' (familier)?|J'avais la flemme: j'étais paresseux, je n'avais pas envie. J'avais la flemme de faire mes devoirs.
Que signifie 'psychorigide'?|Psychorigide: inflexible mentalement, trop strict. Il est psychorigide dans ses habitudes.
Comment dit-on 'spy' au féminin?|Un espion, une espionne: Elle travaille comme espionne pour le gouvernement.
Construction: 'J'en aime certains'|J'en aime certains: I like some of them. Utilisation correcte du pronom 'en'.
Structure incorrecte vs correcte avec 'être'|Incorrect: 'Il est mon frère'. Correct: 'C'est mon frère' ou 'Il est mon ami' (adjectif).
Expression: 'Je suis resté debout'|Je suis resté debout: I stayed up/remained standing. Je suis resté debout toute la nuit.
Prononciation: 'en' vs 'én'|'en' = /ɑ̃/ (France), 'pense', 'dense'. 'én' = /jɛ̃/ (bien, chien).
Règle: 'avant que' vs 'après que'|'Avant que' + subjonctif, 'après que' + indicatif. Attention à cette différence!
Formes féminine: caduc/caduque|Caduc → caduque. Cette loi est caduque maintenant.
Subjonctif imparfait de 'chanter'|Que je chantasse (subjonctif imparfait, littéraire). Terminaison: -asse.
Mot grossier avec terminaison '-asse'|Connasse: mot très vulgaire (féminin de 'con'). À éviter en conversation polie.
Évolution du français: 'nous' > 'on'|Tendance moderne: 'nous' remplacé par 'on' dans le langage parlé. 'On va au cinéma'.
Comment utiliser 'quoi que ce soit'|Quoi que ce soit: whatever it is/anything at all. Il refuse de faire quoi que ce soit.
Construction: 'soit... ou'|'Soit... ou': either... or. 'Que ce soit... ou' est aussi possible.
Que signifie 's'endormir'?|S'endormir: to fall asleep. Je m'endors facilement le soir.
Expression: 'J'ai peur de pas entendre'|Forme familière: 'J'ai peur de pas entendre'. Correct: 'J'ai peur de ne pas entendre'.
Comment dit-on 'passenger' en français?|Un passager: Tous les passagers doivent attacher leur ceinture.
Expression: 'à pied'|À pied: on foot. Je vais au travail à pied.
Que signifie 'mendier'?|Mendier: to beg. Les mendiants mendient dans la rue.
Que signifie 'un mot transparent'?|Un mot transparent: mot similaire dans les deux langues (cognate). 'Hôpital' est transparent.
Comment dit-on 'sheet music' en français?|Une partition: Le musicien lit sa partition.
Expression: 'être en galère'|Être en galère: avoir des difficultés. Je suis en galère avec ma voiture.
Que signifie 'un weeb'?|Un weeb: personne obsedée par la culture japonaise (anglicisme du japonais).
Prononciation difficile: /y/ vs /u/|/y/ = 'u' français, /u/ = 'ou'. Distinction importante: 'lu' vs 'lou'.
Noms propres bretons|Le Bihan, Morbihan: noms de famille et lieu bretons. Prononciation difficile pour les non-francophones.
Suffixes: '-illant' vs '-iant'|Différence orthographique: brillant (avec -ill), mais conscient (avec -i).
Mots longs en '-isation'|Capitalisation, institutionalisation: mots longs difficiles à prononcer.
Comment dit-on 'locksmith' en français?|Un serrurier: la serrurerie. (Dé)verrouiller une porte.
Correction: 'présompteux'|Forme incorrecte: 'présompteux'. Correct: 'présomptueux'. Il est présomptueux.
Comment dit-on 'stiff/rigid' en français?|Raide, rigide: Mon cou est raide ce matin.
Comment dit-on 'badge' en français?|Un badge: Montre ton badge pour entrer.
Mot familier pour 'stupid'|Débile: très familier pour 'stupide'. Cette idée est débile.
Qu'est-ce que 'le gallo'?|Le gallo: dialecte régional de Bretagne, mélange de français et breton.
Comment dit-on 'olive green' en français?|Vert olive: Sa veste est vert olive.
Que signifie 'knacker' (anglais étudié)?|Knacker: mot anglais signifiant 'fatiguer' ou 'démolisseur de chevaux'.
Expression: 'à outrance' avec exemple complémentaire|À outrance: de manière excessive. Il critique à outrance.
Que signifie 'monotache'?|Monotache: probablement une personne avec une seule tâche/obsession (néologisme).
Règle de conjugaison avec 'vouloir'|Il veut que je fasse (subjonctif présent). Il voulait que je fisse (subjonctif imparfait, littéraire).
Verbe 'faire' au subjonctif|Que je fasse (présent), que je fisse (imparfait). Formes irrégulières importantes.
Comment dit-on 'nunchaku' en français?|Un nunchaku: arme des arts martiaux. Il pratique avec des nunchakus.
Construction: 'j'en faisais'|J'en faisais: I used to do it/some. Usage correct du pronom 'en' avec l'imparfait.
Exemple avec 'avoir l'occasion de'|J'ai eu l'occasion de leur enseigner: I had the opportunity to teach them.
Comment dit-on 'fall' (chute) en français?|La chute: Sa chute à vélo lui a fait mal.
Que signifie 'avoir des courbatures à'?|Avoir des courbatures à: ressentir des douleurs musculaires à. J'ai des courbatures aux jambes.
Anglicisme: 'irregardless'|'Irregardless': forme incorrecte en anglais ('regardless' est correct). Exemple d'erreur linguistique.
Comment dit-on 'redundant' en français?|Redondant: Cette information est redondante.
Forme correcte: 'la maison de Stéphane'|Correct: 'la maison de Stéphane'. Familier acceptable: 'la maison à Stéphane'.
Comment dit-on 'I'm happy I don't have to do it anymore'?|Je suis heureux de ne plus avoir à le faire. Construction complexe avec l'infinitif.
Que signifie 'une race' dans le contexte animal?|Une race: breed (animals). Cette race de chien est très intelligente.
Comment dire 'apex predator' en français?|Un prédateur apex: prédateur au sommet de la chaîne alimentaire.
Construction familire: 'elles te mordent'|Elles te mordent: they bite you. Mordre quelqu'un.
Mot très vulgaire: 'les salopes'|Les salopes: mot très vulgaire et offensant. À absolument éviter.
Expressions vulgaires anglaises étudiées|'Fuck', 'fuck off': mots vulgaires anglais. Équivalents français très choquants.
Phonetique: 'e prépausal'|E prépausal: phénomène phonétique où le son change avant une pause.
Expression métaphorique: 'mettre de l'eau dans son vin'|Mettre de l'eau dans son vin: faire des compromis, être moins exigeant.
Comment dire 'it never crosses my mind'?|Ça ne me traverse jamais l'esprit: I never think of it.
Construction: 'Je suis heureux de ne plus avoir à'|Construction complexe: Je suis heureux de ne plus avoir à + infinitif. Structure à mémoriser.
Règle avec 'Je veux que'|'Je veux que' + subjonctif toujours. 'Je ne veux que' + subjonctif aussi.
Exception: 'Je n'insinue pas que'|'Je n'insinue pas que' + subjonctif. Exemple: Je n'insinue pas que l'endroit soit plaisant.
Que signifie 'par soi-même'?|Par soi-même = tout seul = by oneself. Je l'ai appris par moi-même.