Qu'est-ce que 'le songe' signifie?|le songe = le rêve
Comment dit-on 'to think about doing something' en français?|songer à faire quelque chose = réfléchir, avoir le projet, l'idée de faire quelque chose
Comment dit-on 'celui-ci' de manière familière?|çui-ci
Qu'est-ce qu'un terrain rocheux?|rocheux - un rocher (rocky - a rock)
Comment dit-on 'fine sand'?|le sable fin
Comment dit-on 'to be sensitive to cold'?|être frileux
Comment dit-on 'amusement park'?|un parc d'attraction
Comment dit-on 'a pain in the ass' (familier)?|un emmerdeur
Expression pour 'to push from the platform'?|pousser du quai
Comment dit-on 'I have things to do'?|J'ai à faire
Que signifie 'sans avoir à'?|sans avoir à = sans devoir (without having to)
Expression familière pour 'I have to'?|Faut que je = I have to
Expression pour 'anything at all'?|quoi que ce soit
Alternative à 'que ce soit... ou'?|soit... ou
Qu'est-ce qu'une 'boule Quiès'?|les bouchons d'oreille (earplugs)
Comment dit-on 'I'm afraid I won't hear the alarm'?|J'ai peur de pas entendre l'alarme
Comment dit-on 'passenger'?|un passager
Comment dit-on 'on foot'?|à pied
Qu'est-ce que les mendiants font?|les mendiants mendient (beggars beg)
Qu'est-ce qu'un 'mot transparent'?|un mot transparent (a word that looks similar in both languages)
En musique, qu'est-ce qu'une partition?|une partition (sheet music)
Que signifie 'galérer'?|galérer = avoir des difficultés (to struggle/have difficulties)
Expression pour 'être en difficulté'?|être en galère
Que signifie 'ça file droit'?|ça va directement/rapidement (it goes straight/quickly)
Comment dit-on 'there are two schools of thought'?|il y a deux écoles
Qu'est-ce qu'un 'weeb' en français?|un weeb (quelqu'un obsédé par la culture japonaise)
Comment dit-on 'cultured/educated'?|cultivé
Comment dit-on 'aware/conscious'?|conscient
Qu'est-ce que la 'capitalisation'?|capitalisation (capitalization)
Mot très long pour 'institutionalization'?|institutionalisation
Comment dit-on 'locksmith'?|serrurier - serrurerie (locksmith - locksmith shop)
Comment dit-on 'to lock/unlock'?|(dé)verrouiller
Correction de 'présompteux'?|présomptueux (presumptuous)
Qu'est-ce qu'une excuse ou argument 'recevable'?|recevable = acceptable (une excuse recevable, un argument recevable)
Comment dit-on 'selfish'?|égoïste
Qu'est-ce qu'un 'encadrement'?|un encadrement (framework/supervision)
Comment appelle-t-on ALS en français?|la maladie de Charcot
Comment dit-on 'ashes' (après crémation)?|les cendres (féminin)
Comment dit-on 'to cremate'?|incinérer
Comment dit-on 'depressed' (adj.)?|dépressif
Pluriel de 'égal'?|égaux
Qu'est-ce qu'une 'déformation professionnelle'?|une déformation professionnelle (occupational hazard/professional bias)
Pluriel de 'loyal'?|loyaux
Qu'est-ce qu'un 'ventilo'?|un ventilo = un ventilateur (fan)
Comment dit-on 'smell' (nom)?|l'odeur (f) / une odeur
Comment dit-on 'curtain'?|un rideau
Comment dit-on 'to damage'?|abîmer
Expression pour 'c'est nul' (très familier)?|c'est éclaté au sol / nul à chier
Comment dit-on 'chaos'?|le chaos
Comment dit-on 'bat'?|une chauve-souris
Expression 'capacité de combinaison'?|capacité de combinaison (ability to combine)
Comment dit-on 'to blow'?|souffler
Comment dit-on 'wind'?|vent
Comment dit-on 'machine'?|machine
Expression: 'j'ai eu l'occasion de...'|j'ai eu l'occasion de leur enseigner... (I had the opportunity to teach them...)
Comment dit-on 'fall'?|la chute
Qu'est-ce qu'un 'abat-jour'?|un abat-jour (lampshade)
Comment dit-on 'martial arts'?|les arts martiaux
Expression: 'j'en faisais'|j'en faisais (I used to do it/them)
Subjonctif: 'il veut que je...'|il veut que je fasse (he wants me to do)
Subjonctif imparfait (litteraire): 'il voulait que je...'|il voulait que je fisse (he wanted me to do)
Comment dit-on 'nunchucks'?|un nunchaku
Comment dit-on 'stiff/rigid'?|raide, rigide
Qu'est-ce qu'une 'élongation'?|une élongation (muscle strain)
Qu'est-ce qu'un 'claquage'?|un claquage (pulled muscle)
Comment dit-on 'sore muscles'?|la courbature - avoir des courbatures à...
Comment dit-on 'badge'?|un badge
Erreur commune avec 'malgré'?|malgré que (erreur un peu acceptée) - correct: bien que
Erreur avec le conditionnel?|si j'aurais (ERREUR) - correct: si j'avais
Erreur avec 'après que'?|après que + subjonctif (erreur 'normale') - correct: après que + indicatif
Exemple d'erreur conditionnelle?|si j'aurais su (ERREUR) - correct: si j'avais su
Comment dit-on 'third conditional'?|third conditional
Comment dit-on 'direct'?|direct
Comment dit-on 'redundant'?|redondant
Qu'est-ce que 'le gallo'?|le gallo (dialecte breton)
Comment dit-on 'stupid' (familier)?|débile
Possessif familier: 'la maison à...'|la maison à Stéphane (Stéphane's house - familiar form)
Comment dit-on 'harassment'?|l'harcèlement / le harcèlement
Comment dit-on 'green beans'?|les haricots verts
Expression québécoise: 'je m'en vais'|je m'en vais... = je vais... (I'm going...)
Expression: 'ça s'est bien passé'|Ça s'est bien passé (It went well)
Qu'est-ce qu'un 'marais'?|un marais, un marécage (swamp, marsh) - marécageux (swampy)
Comment dit-on 'mud'?|de la boue
Comment dit-on 'peat'?|de la tourbe
Règle: 'Je pense que' + quel mode?|Je pense que + indicatif
Règle: 'Je ne pense pas que' + quel mode?|Je ne pense pas que + subjonctif
Règle: 'Je veux que' + quel mode?|Je veux que + subjonctif / Je ne veux que + subjonctif
Comment dit-on 'overhyped'?|surfait
Qu'est-ce que le 'Prix Goncourt'?|Prix Goncourt (prestigious French literary prize)
Comment dit-on 'to make heavier'?|alourdir
Comment dit-on 'thermal insulation'?|l'isolation thermique
Comment dit-on 'attic'?|un grenier
Comment dit-on 'rot/decay'?|la pourriture
Comment dit-on 'coating/covering'?|un revêtement
Comment dit-on 'permeable'?|perméable
Expression: 'par soi-même'|par soi-même = tout seul (by oneself)
Comment dit-on 'switch' (électrique)?|interrupteur
Comment dit-on 'waffle'?|une gaufre
Comment dit-on 'will/willpower'?|la volonté
Correction: 'nous aimons pas ça'|nous n'aimons pas ça (standard) vs nous aimons pas ça (familier)
Expression: 'avant qu'on ne le sache'|Il est mort avant qu'on ne le sache (He died before we knew it)
Comment dit-on 'be + ing' en français?|être en train de + infinitif
Comment dit-on 'conjugation'?|la conjugaison
Comment dit-on 'learners'?|les apprenants
Épellage anglais: variations|spell -> spelled mais plein de gens diraient spelt
Participe passé: dream|dreamt
Correction: 'artifical'|artificial (avec 'i')
Comment dit-on 'pitch/tar'?|poix
Comment dit-on 'to be able to'?|être capable de
Comment dit-on 'moist'?|moite
Expression: 'Je suis heureux de ne plus avoir à...'|Je suis heureux de ne plus avoir à le faire (I'm happy to no longer have to do it)
Comment dit-on 'pipe/hose'?|un tuyau
Comment dit-on 'watering can'?|un arrosoir
Comment dit-on 'breed/race'?|une race
Couleur: 'vert olive'|vert olive (olive green)
Comment dit-on 'shell' (of an animal)?|la coquille
Comment dit-on 'shellfish'?|le coquillage
Comment dit-on 'hull' (of a boat)?|la coque
Comment dit-on 'species'?|une espèce
Expression: 'prédateur naturel'|un prédateur naturel (natural predator)
Terme scientifique: 'apex'|apex (top predator)
Comment dit-on 'nest'?|un nid
Comment dit-on 'to bite'?|mordre - elles te mordent (they bite you)
Mot familier pour femmes désagréables|les salopes (vulgar)
Comment dit-on 'to ramble/repeat'?|radoter
Comment dit-on 'to paraphrase'?|paraphraser
Mot anglais familier: 'knacker'|knacker (British slang)
Expression: 'à outrance'|à outrance (to excess)
Terme phonétique: 'e prépausal'|e prépausal (phonetic term)
Expression: 'mettre de l'eau dans son vin'|mettre de l'eau dans son vin (to tone it down/compromise)
Expression: 'ça me traverse jamais l'esprit'|ça me traverse jamais l'esprit (it never crosses my mind)
Qu'est-ce que 'monotache'?|monotache (having one mustache/simple-minded)
Expression: 'premier degré'|premier degré / être premier degré (literal/taking things at face value)
Comment dit-on 'to melt'?|Fondre - La neige fond (to melt - The snow melts)
Comment dit-on 'to faint'?|S'évanouir
Comment dit-on 'earplugs' (marque)?|boule quiès / les bouchons d'oreille
Expression temporelle|en tout temps (at all times)
Régle de conjugaison: conditionnel présent|conditionnel présent = base au futur + terminaisons de l'imparfait
Exemple: 'nous attendrons' -> conditionnel|nous attendrions
Exemple: 'espérer' au conditionnel|espérerions
Exemple: 'faire' au conditionnel (vous)|feriez
Structure: 'what would you... if...'|Qu'est-ce que vous feriez si...?
Règle: formation de l'imparfait|imparfait: 'nous' au présent + terminaisons de l'imparfait (ais, ais, ait, ions, iez, aient)
Exemple: conjugaison 'perdre' à l'imparfait|perdre: nous perdons -> je perdais, tu perdais, il perdait, nous perdions, vous perdiez, ils perdaient
Qu'est-ce qu'un 'portrait chinois'?|portrait chinois (game of 'if you were...')
Structure conditionnelle|si vous [verbe en imparfait] vous [verbe en conditionnel présent] quoi?
Exemple: 'savoir' au conditionnel (ils)|ils sauraient
Comment dit-on 'music theory'?|le solfège
Expression: 'appuyer sur les touches'|appuyer sur les touches (to press the keys)
Comment dit-on 'to frame'?|encadrer - cadre (frame)
Comment dit-on 'place/location'?|endroit
Expression: 'coûter une blinde'|coûter une blinde (to cost a fortune)
Expression familiere: 'chelou'|chelou = louche (sketchy) - c'est du verlan
Qu'est-ce que le 'verlan'?|verlan = l'envers (backwards slang) - ex: louche -> chelou
Expression: 'en train d'arriver'|en train d'arriver, en train de se passer (in the process of arriving/happening)
Comment dit-on 'disreputable streets'?|des rues malfamées
Expression familiere drogue|sniffer de la coke (to snort coke)
Comment dit-on 'shelter'?|un refuge
Expression: 'quand il fait sombre'|quand il fait sombre, pendant la nuit (when it's dark, during the night)
Expression québécoise: 'pogner'|j'ai pogné un rhume = j'ai attrapé un rhume (I caught a cold)
Expression familiere: 'choper'|j'ai chopé (I caught/got)
Verlan de 'choper'|pécho - T'as pécho? (Did you score/get lucky?)
Comment dit-on 'skull'?|crâne - mal au crâne (skull - headache)
Expression familiere maladie|avoir la crève (to be sick)
Erreurs de conjugaison mentionnées|je chantes (ERREUR) -> je chante | tu chante (ERREUR) -> tu chantes
Erreurs à l'imparfait|ils chantai (ERREUR) -> ils chantaient | il chantai (ERREUR) -> il chantait